carimbo;tcle;ra;curso;item_1;item_2;item_3;item_4;item_5;item_6;item_7;item_8;item_9;item_10;item_11;item_12;item_13;item_14;item_15;item_16;item_17;item_18;item_19;item_20;item_21;item_22;item_23;item_24;item_25;item_26;item_27;item_28;item_29;item_30;item_31;item_32;item_33;item_34;item_35;item_36;item_37;item_38;item_39;item_40;item_41;item_42;item_43;item_44;item_45;item_46;item_47;item_48;item_49;item_50;item_51;item_52;item_53;item_54;item_55;item_56;item_57;item_58;item_59;escore_autoregulacao_aprendizagem;escore_metacognicao
12/04/2023 10:34;Sim;25445222961;Farmácia;5;5;4;5;5;5;5;4;4;4;4;4;4;3;4;4;3;5;4;5;5;4;4;4;4;3;4;4;4;5;4;5;5;5;5;5;5;4;5;4;5;5;5;4;4;3;4;4;4;5;5;4;3;5;3;5;4;4;5;4.425;4.181818182
12/04/2023 10:34;Sim;2603624869;Biomedicina;4;4;3;4;3;3;4;3;3;4;4;4;4;3;3;3;2;4;3;3;5;3;4;4;4;4;4;3;4;5;4;3;4;4;4;3;4;3;4;2;3;4;2;4;4;4;5;3;3;3;4;4;5;4;3;4;4;3;3;3.625;3.909090909
12/04/2023 10:34;Sim;2603624059;BIOMEDICINA;5;5;5;5;4;5;5;4;4;4;4;3;3;3;3;4;1;4;1;4;4;4;4;4;2;4;4;4;4;4;4;3;4;5;4;5;4;1;3;5;3;5;4;4;2;3;5;4;4;4;4;4;4;3;4;4;4;4;5;4;3.727272727
12/04/2023 10:34;Sim;343631025;Arquitetura e Urbanismo;5;4;3;3;4;3;3;3;3;5;2;3;4;3;3;2;3;4;3;4;3;3;3;2;3;2;2;4;2;4;3;3;2;4;3;3;2;3;4;3;2;3;3;3;3;4;3;3;3;3;3;2;2;2;4;2;3;2;5;3.075;2.727272727
12/04/2023 10:34;Sim;2523628993;Enfermagem;3;3;4;3;4;2;3;2;4;4;3;4;4;4;4;4;2;4;3;4;3;4;3;4;2;3;2;3;3;3;3;3;5;4;3;3;3;2;3;3;2;3;2;2;4;4;5;2;3;4;4;3;3;4;4;2;3;3;2;3.25;3.090909091
12/04/2023 10:34;Sim;103620773;Engenharia Civil;4;5;3;5;4;3;4;2;4;3;2;3;5;3;1;3;1;3;5;3;4;2;2;4;2;2;3;1;4;2;2;5;3;4;3;4;1;1;3;3;2;4;2;4;1;4;2;3;2;4;4;3;5;3;5;4;3;3;5;3.2;2.727272727
12/04/2023 10:34;Sim;25245235259;arquitetura e urbanismo;4;4;4;4;4;4;3;4;3;4;3;3;3;3;4;3;3;4;3;4;2;3;3;3;3;4;4;3;3;4;2;3;3;4;4;3;5;3;3;4;3;3;4;3;4;4;3;4;4;4;3;3;4;4;3;4;3;3;4;3.55;3.181818182
12/04/2023 10:34;Sim;25045228433;Biomedicina;5;5;5;2;4;5;5;4;4;4;4;3;4;2;2;3;2;4;2;4;4;4;3;4;3;4;4;4;4;3;5;5;4;4;4;4;4;3;5;3;2;5;4;4;4;4;4;3;4;4;4;4;4;3;3;4;4;4;3;3.975;3.909090909
12/04/2023 10:34;Sim;2523625139;Arquitetura;5;5;5;5;5;4;5;4;4;4;3;4;4;2;2;3;1;4;3;4;4;4;4;5;3;4;4;4;4;4;4;4;4;2;2;4;5;1;4;4;3;5;4;4;5;5;4;3;3;4;5;5;5;4;3;5;5;4;5;4.15;4
12/04/2023 10:34;Sim;25645224321;Direito;5;5;5;5;4;4;5;3;4;5;5;4;4;3;3;5;1;4;4;5;5;5;5;5;2;2;5;5;4;1;5;4;4;2;5;4;4;1;4;2;5;4;2;2;1;3;4;4;4;5;4;5;4;5;5;4;2;5;5;4;3.818181818
12/04/2023 10:34;Sim;25645278963;Direito;3;3;3;4;3;2;3;2;3;4;3;3;3;3;5;3;4;3;2;3;3;2;3;3;3;4;3;2;3;4;3;3;3;3;3;2;3;5;3;3;3;3;3;2;3;2;3;3;3;4;3;3;3;2;5;3;3;2;5;2.925;3.090909091
12/04/2023 10:34;Sim;25645287617;Direito;4;4;5;5;5;5;5;4;5;5;5;4;5;2;3;5;1;5;2;4;5;4;5;5;3;5;5;4;4;5;5;5;5;5;5;4;5;1;5;4;2;5;5;4;5;5;3;2;4;5;5;5;4;5;3;5;5;3;4;4.45;4.636363636
12/04/2023 10:34;Sim;2523636759;Enfermagem;5;5;4;5;3;5;5;3;5;4;2;4;5;1;3;3;1;4;4;3;3;3;4;3;3;4;3;4;3;5;5;4;3;5;2;3;2;1;5;2;2;5;1;5;1;5;5;5;5;5;5;4;3;5;4;4;3;2;5;3.725;3.727272727
12/04/2023 10:34;Sim;603622163;Educação física;4;4;3;2;4;3;3;4;4;4;4;4;4;4;2;4;2;5;3;4;4;3;4;4;4;4;2;4;4;3;5;2;4;3;4;4;3;2;3;5;3;4;2;3;1;2;3;4;3;4;4;4;4;4;4;4;4;3;4;3.525;3.636363636
12/04/2023 10:34;Sim;163628485;Direito;4;4;4;4;4;4;5;4;4;5;4;4;5;3;2;4;3;5;4;4;3;4;4;4;4;4;4;4;4;2;4;4;4;4;5;4;5;3;5;4;3;5;4;4;3;3;4;4;4;4;4;4;3;4;3;4;4;4;3;4.075;3.818181818
12/04/2023 10:34;Sim;25045239967;biomedicina;4;5;3;3;2;5;4;3;3;4;3;3;3;2;3;4;4;4;5;4;3;3;3;3;2;3;4;4;3;2;4;4;4;4;3;4;4;4;4;3;3;4;2;NA;4;4;3;3;4;3;4;4;4;3;4;4;4;3;4;3.538461538;3.272727273
12/04/2023 10:34;Sim;25045335959;Biomedicina;5;4;3;4;4;3;3;3;3;4;3;3;4;3;3;3;3;4;3;4;4;3;3;3;4;3;3;3;4;4;4;3;3;3;4;3;3;3;4;3;3;3;4;3;3;4;4;3;4;4;5;3;4;4;3;3;5;4;3;3.6;3.363636364
12/04/2023 10:34;Sim;645221473;Nutrição;4;4;3;4;3;3;3;3;3;3;3;3;4;4;3;3;3;3;2;3;4;4;4;3;1;3;3;4;4;2;4;3;4;4;4;4;3;2;3;3;1;3;3;4;2;2;2;3;3;4;4;4;3;3;4;4;4;3;3;3.25;3.181818182
12/04/2023 10:34;Sim;2503621163;Gastronomia Universidade Anhembi Morumbi;5;5;5;4;5;5;5;5;5;5;4;5;5;3;2;5;1;4;4;5;5;4;5;5;4;4;4;5;4;4;5;5;5;4;5;4;5;4;5;4;2;5;3;5;2;5;4;4;4;3;5;5;4;5;3;5;5;5;3;4.55;4.545454545
12/04/2023 10:34;Sim;2563621541;Direito;5;4;5;2;5;5;5;3;5;4;3;3;4;3;3;4;2;5;2;3;4;4;5;4;4;3;4;5;4;5;5;4;4;5;2;5;5;3;5;3;2;5;5;5;3;5;5;4;4;5;3;4;3;4;5;5;4;4;4;4.1;4.272727273
12/04/2023 10:34;Sim;645266023;Ciências da computação;5;5;3;3;3;3;3;3;3;4;3;3;3;3;2;4;2;4;3;4;3;4;3;4;3;2;3;3;3;3;4;4;3;3;3;3;3;2;3;3;3;3;2;2;3;5;3;3;3;4;3;4;3;4;3;4;4;3;4;3.325;3.181818182
12/04/2023 10:34;Sim;403627349;Biomedicina;5;5;4;5;4;2;2;4;5;5;2;4;5;4;2;4;1;5;2;4;5;4;4;4;2;2;3;4;3;4;2;3;3;3;4;2;4;2;4;4;3;2;3;4;2;4;2;3;4;5;5;5;2;4;5;3;5;5;5;3.8;3.090909091
12/04/2023 10:34;Sim;23633307;Odontologia;4;3;4;5;3;1;2;2;4;4;3;3;3;4;2;3;3;3;3;4;4;2;3;4;2;4;1;3;4;4;4;3;3;5;3;3;3;4;4;4;3;5;3;2;2;4;2;4;4;4;5;4;3;4;5;3;4;3;4;3.35;3.181818182
12/04/2023 10:34;Sim;2523639493;Educação Física;NA;3;4;5;3;NA;NA;3;4;NA;3;2;NA;2;NA;2;4;NA;NA;3;NA;NA;3;NA;NA;2;3;3;NA;3;NA;NA;4;3;NA;NA;3;3;NA;NA;NA;3;3;NA;NA;3;NA;NA;3;NA;3;3;3;3;NA;3;NA;4;NA;3.136363636;3
12/04/2023 10:34;Sim;1645232965;Biomedicina;5;5;4;4;4;4;4;3;4;4;4;4;4;2;2;3;2;4;3;4;4;4;4;4;3;3;3;3;3;4;5;3;3;4;4;3;4;4;4;4;4;5;3;3;3;3;4;4;4;5;4;3;3;3;4;3;4;4;3;3.825;3.454545455
12/04/2023 10:34;Sim;645225657;biomedicina;5;5;4;5;5;5;5;4;5;5;5;3;4;5;3;4;2;4;5;3;5;5;4;4;5;5;5;5;5;5;5;5;4;5;5;5;5;3;5;3;3;5;4;4;5;5;5;5;5;5;5;4;4;4;4;5;4;4;5;4.5;4.727272727
12/04/2023 10:34;Sim;25645265577;Direito;3;3;3;4;4;2;4;3;4;4;3;3;3;2;3;3;2;3;2;4;4;3;4;3;4;3;3;3;4;3;3;3;3;2;3;4;4;3;3;3;3;4;3;2;4;3;3;4;4;4;4;4;4;4;4;4;3;3;3;3.425;3.272727273
12/04/2023 10:34;Sim;645259111;Enfermagem;5;2;5;4;3;4;5;2;4;3;2;2;5;4;4;2;2;4;3;2;3;3;3;4;2;3;4;3;4;4;4;3;4;4;2;3;4;5;4;3;1;4;4;5;2;2;4;2;2;5;3;3;2;3;5;3;4;3;5;3.3;3.454545455
12/04/2023 10:34;Sim;1645305887;Biomedicina;5;5;5;5;5;5;5;5;5;4;3;3;5;3;2;5;1;5;3;5;5;4;4;5;3;5;5;5;5;3;4;5;4;5;5;5;4;3;5;4;4;5;4;3;3;5;5;4;4;5;5;5;4;5;5;4;4;5;5;4.5;4.363636364
12/04/2023 10:34;Sim;25645274621;Direito;5;5;4;3;4;1;4;3;2;4;2;2;1;4;4;2;4;5;1;4;3;2;4;5;2;2;1;4;5;5;4;4;2;5;3;4;5;1;5;2;3;5;3;3;3;4;3;2;3;5;4;5;4;4;4;3;3;3;3;3.325;3.454545455
12/04/2023 10:34;Sim;0;NA;5;5;2;4;2;1;2;4;2;4;2;3;2;4;4;4;3;3;3;3;4;2;3;4;2;4;3;3;3;2;2;3;5;4;3;2;3;2;4;1;3;4;3;2;3;4;2;4;2;3;3;4;3;3;3;5;5;3;4;3.05;3.090909091
12/04/2023 10:34;Sim;25245238771;Educação Física- Bacharelado;4;4;5;3;4;3;3;3;4;5;3;3;4;2;2;2;3;4;3;4;3;3;3;3;3;4;3;4;3;4;5;4;3;4;3;5;2;5;5;3;4;5;2;1;2;4;3;3;2;4;3;4;2;3;4;3;3;2;5;3.325;3.545454545
12/04/2023 10:34;Sim;25645286379;Direito;3;3;2;1;3;1;2;3;2;4;2;2;4;3;4;3;1;4;3;3;3;1;4;4;2;1;2;2;4;1;2;2;3;5;3;2;4;1;4;2;4;4;2;2;4;4;4;2;2;3;4;4;3;3;2;2;5;2;5;2.8;2.454545455
12/04/2023 10:34;Sim;25645277259;Direito;4;3;4;4;4;3;4;3;3;4;2;3;3;4;4;3;2;4;3;3;3;2;4;3;3;3;3;4;3;2;4;3;3;5;3;4;3;2;4;3;3;5;2;4;2;2;3;2;3;4;3;3;3;3;4;4;3;3;4;3.175;3.181818182
12/04/2023 10:35;Sim;2583624303;Arquitetura e urbanismo;5;4;4;3;3;5;4;2;4;3;NA;3;2;3;2;3;1;4;4;2;3;3;4;4;3;3;4;3;4;2;2;4;5;4;4;3;4;1;3;3;2;2;3;2;4;4;3;2;3;4;3;4;2;3;3;4;3;2;2;3.153846154;3.454545455
12/04/2023 10:35;Sim;645248479;ENFERMAGEM;5;5;5;3;5;5;5;4;3;5;5;3;4;2;3;3;5;3;5;5;4;3;5;4;4;4;5;4;4;5;5;5;4;3;5;4;4;1;4;2;2;3;3;3;3;4;5;5;3;5;5;5;3;4;4;3;5;4;4;3.95;4.454545455
12/04/2023 10:35;Sim;25645268683;Direito;5;5;5;2;4;5;5;3;5;5;3;4;4;3;2;4;2;5;4;4;4;4;5;4;4;5;5;3;4;4;5;5;3;5;4;5;4;5;5;4;1;5;4;4;4;4;3;5;4;5;4;4;4;4;3;4;4;3;2;4.2;4.272727273
12/04/2023 10:35;Sim;0;1° período de direito matutino;4;5;4;5;3;5;5;3;5;5;3;3;3;4;3;3;5;3;3;2;5;2;3;4;3;3;4;3;4;4;5;5;5;3;3;4;5;1;5;3;3;5;4;5;3;5;4;3;3;4;4;4;4;4;4;3;4;3;3;3.775;3.909090909
12/04/2023 10:35;Sim;25045266521;Biomedicina;4;4;5;5;4;5;5;4;5;5;5;5;3;5;2;5;3;5;4;4;5;3;5;5;4;4;4;5;5;3;5;4;5;5;5;5;5;4;5;5;5;4;3;5;5;5;3;5;5;4;5;5;5;5;5;5;5;5;3;4.6;4.454545455
12/04/2023 10:35;Sim;645257103;enfermagem;4;4;5;2;5;4;4;3;3;4;3;3;3;3;3;4;3;4;3;3;2;4;3;4;3;4;3;3;2;2;4;3;5;4;4;3;4;3;3;4;2;4;3;4;3;3;4;3;4;5;5;4;NA;4;4;4;4;2;2;3.615384615;3.272727273
12/04/2023 10:35;Sim;2543636479;Engenharia Elétrica;3;4;4;4;4;3;4;4;4;4;3;3;3;3;2;3;2;4;4;5;4;4;3;3;4;4;4;5;3;4;5;4;4;3;4;5;4;4;4;5;1;4;4;3;4;3;4;3;4;4;4;4;4;4;2;4;4;4;2;3.85;3.909090909
12/04/2023 10:35;Sim;343622449;Engenharia De Produção;4;5;5;3;1;4;4;5;4;5;3;3;1;4;4;3;4;2;3;3;3;4;4;4;4;2;5;4;4;2;4;4;4;3;3;4;4;1;5;4;2;5;3;1;3;4;4;5;5;5;3;2;4;2;3;4;2;3;4;3.45;3.727272727
12/04/2023 10:35;Sim;2563621561;Direito;4;4;3;4;4;4;4;4;4;4;4;3;4;3;3;3;1;3;3;4;4;4;3;4;4;3;4;4;4;3;4;4;3;4;3;4;4;1;3;2;3;3;3;3;2;4;3;4;2;4;4;4;3;4;3;4;4;4;3;3.5;3.636363636
12/04/2023 10:35;Sim;1645255013;Direito;4;4;3;4;3;3;3;3;3;3;3;3;4;3;3;2;3;4;3;4;4;4;4;3;3;3;3;3;3;3;4;4;4;4;2;3;3;3;3;3;2;4;2;2;2;4;4;3;3;4;3;3;3;3;4;4;3;2;4;3.175;3.363636364
12/04/2023 10:35;Sim;403622237;Biomedicina;5;4;4;4;5;4;5;4;5;4;3;4;4;2;2;3;2;4;2;4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;3;4;5;2;4;4;3;5;4;4;3;4;4;4;2;4;4;5;4;4;3;4;5;4;3;4;3.818181818
12/04/2023 10:35;Sim;645240871;Medicina veterinária;3;4;1;3;5;1;1;1;3;5;1;4;3;3;4;3;3;5;5;4;3;2;5;4;1;2;3;2;1;5;5;2;3;NA;2;1;1;1;2;2;NA;2;3;3;1;5;5;3;1;5;5;5;5;3;5;5;5;4;5;3.025;3
12/04/2023 10:35;Sim;25645240377;Educação física;5;4;5;5;5;4;5;2;5;5;1;2;3;4;5;4;5;5;3;3;4;2;3;3;4;3;4;4;3;3;5;3;2;5;4;4;2;3;5;4;1;4;3;3;2;4;4;5;4;3;3;3;2;3;5;4;3;2;5;3.575;3.363636364
12/04/2023 10:35;Sim;25645224139;direito;4;3;3;3;2;1;2;3;3;2;1;1;4;3;4;4;3;4;2;3;2;2;3;2;1;2;2;3;4;2;2;3;2;3;3;3;2;3;3;1;3;2;2;3;1;2;4;2;3;4;4;2;1;2;4;3;2;2;4;2.525;2.363636364
12/04/2023 10:35;Sim;25045243731;Biomedicina;5;4;5;2;5;5;4;4;5;4;4;4;4;2;5;4;2;4;2;4;5;4;4;5;4;4;4;3;4;4;5;3;3;4;2;5;4;2;5;2;2;5;3;3;3;5;2;3;5;3;4;5;5;5;4;4;4;4;2;3.975;3.909090909
12/04/2023 10:35;Sim;2583631173;Direito;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3.025;3
12/04/2023 10:35;Sim;645271657;Enfermagem;5;4;4;3;5;4;4;4;5;4;4;4;4;5;3;4;2;3;4;4;5;4;4;3;3;4;4;3;3;4;4;3;4;4;3;4;3;4;4;4;2;4;3;3;4;4;4;5;4;4;4;4;4;3;3;4;4;4;4;3.95;3.545454545
12/04/2023 10:35;Sim;8462851005;Enfermagem;5;4;5;5;4;5;5;3;4;5;3;4;5;3;2;3;3;4;1;3;5;5;5;4;3;5;4;4;3;5;5;5;3;5;4;5;4;5;5;5;2;5;5;2;5;1;5;5;2;5;5;5;3;5;4;4;4;4;5;4.25;4.181818182
12/04/2023 10:35;Sim;1645309701;Design Gráfico;4;4;4;4;4;2;3;4;4;3;4;3;3;2;3;3;2;4;3;3;4;4;3;4;4;4;3;3;4;3;3;4;4;4;4;3;3;4;4;2;3;4;4;3;2;2;4;3;2;4;3;4;4;4;3;3;3;3;3;3.4;3.545454545
12/04/2023 10:35;Sim;25045318317;Direito;5;5;4;5;4;5;5;4;5;5;4;5;3;4;2;3;5;5;3;NA;5;4;5;4;5;4;4;5;5;4;5;5;4;5;4;3;5;4;4;5;5;5;5;5;5;3;5;5;4;3;5;4;4;3;2;3;5;4;4;4.333333333;4.545454545
12/04/2023 10:35;Sim;645266541;Enfermagem;4;4;3;2;4;2;2;3;4;4;2;3;3;3;2;2;2;4;2;4;4;3;4;3;4;3;3;3;3;3;3;3;2;3;3;3;2;3;3;3;2;3;2;2;3;4;4;2;3;2;4;3;3;3;4;3;3;3;3;3.025;3.090909091
12/04/2023 10:35;Sim;25045284181;Design Gráfico;4;5;5;5;4;5;5;4;5;4;3;4;3;2;2;4;3;5;3;4;4;4;5;5;5;4;5;5;4;4;5;5;4;4;5;5;5;5;5;5;3;5;5;5;4;5;5;5;5;5;5;5;4;4;5;4;5;5;3;4.575;4.636363636
12/04/2023 10:35;Sim;25245235703;Enfermagem;5;4;4;3;4;3;4;3;3;4;3;3;3;2;3;3;2;4;4;4;3;2;2;4;2;3;3;4;3;4;3;3;2;4;3;3;4;2;4;3;2;4;4;3;3;2;4;4;2;4;3;3;3;3;4;4;3;2;2;3.3;3
12/04/2023 10:35;Sim;243621413;Farmácia;5;4;4;5;4;3;4;3;5;5;3;4;5;2;1;4;2;5;2;4;4;4;4;5;4;4;4;2;3;4;5;4;4;5;3;4;3;3;5;2;2;5;2;4;3;4;3;2;5;5;3;4;5;3;5;3;4;4;4;3.85;3.909090909
12/04/2023 10:35;Sim;25445261757;Direito;5;3;2;3;2;2;2;2;2;4;2;2;4;4;3;2;3;3;5;2;1;2;2;3;1;4;1;4;3;3;2;3;4;3;1;2;2;2;3;2;4;4;2;2;1;2;2;5;2;5;3;4;3;3;2;1;3;1;5;2.5;2.727272727
12/04/2023 10:35;Sim;25445263917;Engenharia mecanica;5;3;3;3;3;3;2;2;3;4;2;2;3;4;2;4;4;4;3;3;2;2;3;4;3;4;2;5;4;3;4;3;4;3;3;2;2;3;3;3;4;3;2;2;3;3;4;3;3;4;3;3;3;3;3;3;4;3;5;2.95;3.545454545
12/04/2023 10:35;Sim;1645321789;Biomedicina;4;4;5;4;4;4;5;3;3;5;2;3;3;2;3;4;3;3;4;4;4;3;4;5;4;3;5;5;4;4;5;4;4;4;5;4;4;3;5;4;3;5;4;3;2;4;3;2;4;5;4;4;3;4;3;3;4;4;4;3.75;4.272727273
12/04/2023 10:35;Sim;343634621;arquitetura e urbanismo;4;4;3;4;3;2;2;3;3;3;2;3;4;2;1;4;3;4;3;4;3;3;5;3;2;4;3;4;4;4;5;4;4;3;4;3;3;2;3;4;4;5;2;3;2;5;3;3;3;3;3;3;3;3;3;4;4;3;4;3.225;3.818181818
12/04/2023 10:35;Sim;25645274669;Educação Física;5;4;2;4;3;1;1;3;3;4;3;4;3;3;3;3;1;4;2;4;4;3;3;3;5;3;3;4;4;3;4;3;4;5;2;4;3;4;4;4;2;4;1;3;2;3;2;3;2;3;5;4;3;3;3;3;4;3;2;3.175;3.545454545
12/04/2023 10:35;Sim;2603622775;Biomedicina;5;5;5;4;5;2;5;5;4;4;4;4;5;3;2;4;2;5;4;4;4;5;4;4;3;4;4;4;4;5;4;4;4;4;3;4;4;2;4;5;3;5;3;4;3;4;4;5;4;4;4;4;4;4;3;4;5;4;3;4.15;4
12/04/2023 10:35;Sim;25645282323;Educação física;5;5;3;3;4;3;3;3;3;4;3;4;3;3;3;3;3;3;2;3;3;3;3;4;3;3;3;3;2;5;3;3;3;3;3;3;4;2;4;3;3;3;3;3;4;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3.275;3.181818182
12/04/2023 10:35;Sim;8462848723;enfermagem;5;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4.818181818
12/04/2023 10:35;Sim;2523638361;Educação física;4;4;3;4;4;3;3;4;4;5;3;3;4;3;3;3;1;4;2;4;4;3;5;4;3;4;4;4;4;3;4;4;3;3;3;3;3;1;4;3;4;3;3;1;4;5;1;5;3;2;4;4;3;4;3;3;5;3;3;3.4;3.818181818
12/04/2023 10:36;Sim;1645309561;engenharia civil;5;5;4;3;5;3;4;3;4;5;1;2;1;3;3;3;1;4;3;5;4;3;4;5;5;5;4;4;4;5;5;3;4;5;4;3;2;3;4;5;3;4;5;3;4;5;4;5;3;5;4;4;4;3;5;4;4;4;2;3.75;4.363636364
12/04/2023 10:36;Sim;25045234579;Eng. civil;5;5;4;5;2;1;4;2;4;5;2;3;2;3;3;3;2;4;2;3;5;1;3;3;2;3;5;3;2;2;3;5;2;5;4;1;3;1;3;2;2;4;2;2;4;4;3;5;1;2;4;5;5;5;5;2;5;3;5;3.25;3
12/04/2023 10:36;Sim;1645233011;fisioterapia;5;5;5;4;4;3;5;3;4;4;3;3;3;4;4;3;1;4;2;3;5;3;4;4;2;5;3;4;4;2;5;4;3;5;2;4;3;2;3;2;1;4;3;2;2;5;5;3;3;4;4;3;4;2;4;4;4;5;5;3.55;3.636363636
12/04/2023 10:36;Sim;343622665;Design bacharelado;5;4;3;2;4;5;5;4;5;5;4;3;4;3;4;3;2;4;4;4;3;3;4;4;3;4;3;4;4;5;5;4;4;4;4;3;4;2;5;2;3;5;3;3;4;4;4;3;3;5;5;4;5;4;3;4;4;3;4;3.825;4
12/04/2023 10:36;Sim;63637625;Biomedicina;3;3;4;4;3;2;3;3;4;4;3;2;3;3;3;3;2;3;2;2;3;3;3;3;3;4;2;3;4;2;3;2;3;4;4;4;3;3;4;2;4;4;2;2;2;2;4;3;3;4;3;3;4;3;3;3;3;3;4;3.075;2.909090909
12/04/2023 10:36;Sim;25045263225;Turismo;5;4;4;4;4;5;2;4;3;4;2;3;4;2;4;4;1;4;4;4;4;4;4;5;2;4;3;4;5;4;4;3;4;4;3;4;2;2;3;3;2;4;2;4;3;4;3;3;3;4;4;4;4;4;4;4;4;3;3;3.55;3.818181818
12/04/2023 10:36;Sim;25645226225;Estética e Cosmética;4;4;4;3;4;4;4;4;3;4;2;3;4;2;2;3;2;4;2;3;3;3;3;3;3;3;3;4;3;4;4;3;3;4;2;4;4;2;4;2;2;4;2;2;2;3;4;3;4;4;4;3;3;3;4;3;3;2;2;3.25;3.272727273
12/04/2023 10:36;Sim;403622219;Biomedicina;5;5;5;3;4;3;3;5;4;5;4;4;4;3;3;3;2;4;4;4;4;3;3;4;2;4;4;4;4;4;4;3;3;4;3;5;5;4;4;4;3;5;3;5;2;4;2;5;3;4;4;4;4;3;2;3;3;3;4;3.85;3.545454545
12/04/2023 10:36;Sim;645224049;Ciência da Computação;5;5;5;4;4;2;4;4;5;5;5;4;4;3;2;4;2;4;3;4;4;4;4;5;5;4;5;5;5;5;5;4;5;2;5;4;3;5;5;2;4;4;4;4;5;5;5;5;5;5;5;4;4;4;2;5;4;3;2;4.275;4.727272727
12/04/2023 10:36;Sim;2603631903;Biomedicina;5;3;3;3;3;4;4;3;2;3;2;2;2;3;3;3;4;3;3;4;3;3;3;4;2;2;2;3;3;2;3;3;4;4;2;3;2;2;4;3;4;4;2;2;2;3;2;3;3;2;3;4;3;3;3;3;4;2;4;2.9;2.818181818
12/04/2023 10:36;Sim;25045325425;Medicina veterinária;5;4;4;4;4;4;4;4;4;4;3;5;4;3;2;4;4;4;2;4;4;4;3;5;2;3;4;3;3;3;4;4;4;4;3;4;3;1;4;3;2;5;2;2;3;2;3;3;2;4;3;4;4;3;3;3;4;4;4;3.55;3.454545455
12/04/2023 10:36;Sim;8462841503;Enfermagem;4;2;1;3;2;2;2;2;3;2;2;1;1;5;5;4;3;3;2;5;1;1;1;3;1;2;1;1;3;2;2;2;3;3;2;1;1;3;2;3;3;2;1;1;1;3;3;3;1;2;3;2;1;2;5;1;2;1;5;2.05;1.909090909
12/04/2023 10:36;Sim;23628205;Gastronomia;5;5;4;4;5;5;5;3;3;2;2;2;5;3;1;3;1;3;1;4;2;1;4;4;2;2;4;5;1;5;5;4;4;5;5;2;3;5;4;2;1;4;2;4;2;1;2;2;3;2;4;2;2;3;5;3;5;3;5;3.2;3.636363636
12/04/2023 10:36;Sim;1645319749;Direito;5;NA;4;2;1;4;3;3;5;NA;3;NA;3;3;3;3;NA;4;4;2;3;5;3;4;5;3;4;NA;NA;NA;NA;4;5;4;NA;NA;NA;4;NA;4;2;4;NA;3;2;4;4;NA;NA;4;3;5;3;4;2;NA;3;4;5;3.482758621;4
12/04/2023 10:36;Sim;2523632589;Educação física;3;4;3;2;5;3;5;2;5;3;3;3;3;3;4;3;2;3;2;2;4;2;4;5;3;3;3;3;4;3;4;4;NA;4;4;3;5;3;1;4;2;5;1;3;3;3;4;5;5;3;4;4;3;4;4;3;4;4;3;3.4;3.6
12/04/2023 10:36;Sim;243628449;Farmácia;5;4;4;2;3;2;4;3;4;4;3;3;3;3;3;4;4;4;5;4;4;2;4;3;2;3;4;3;3;4;4;4;3;4;3;4;3;5;4;3;2;4;2;3;3;4;4;3;3;4;4;3;4;3;5;3;3;3;4;3.425;3.363636364
12/04/2023 10:36;Sim;25045246197;Fisioterapia;5;5;5;5;3;5;5;3;4;2;5;4;2;NA;4;4;5;5;2;4;3;4;5;2;3;4;3;2;4;5;3;5;3;5;2;4;3;4;3;4;3;2;4;3;3;4;2;1;3;4;3;5;5;4;5;3;4;4;5;3.675;3.545454545
12/04/2023 10:36;Sim;2563634255;Direito;4;4;5;3;5;2;3;4;5;3;3;3;4;3;2;4;2;3;5;5;4;2;3;4;5;4;5;4;3;3;5;3;4;3;4;4;4;2;5;3;3;4;5;5;3;4;5;3;4;3;4;5;4;2;5;4;4;3;5;3.75;3.909090909
12/04/2023 10:36;Sim;343635471;Arquitetura e Urbanismo;5;4;2;3;3;3;5;3;2;4;2;2;3;3;5;3;1;4;5;2;4;2;5;3;2;4;3;4;3;5;4;4;3;4;3;3;4;3;3;2;3;4;3;5;2;5;2;3;2;2;3;3;2;3;4;2;3;2;5;3;3.636363636
12/04/2023 10:36;Sim;2523625433;Arquitetura e urbanismo;5;5;5;1;4;3;4;1;2;5;5;3;5;4;5;2;2;3;5;2;3;3;2;5;5;5;5;5;5;5;5;5;4;4;5;4;5;1;5;1;4;5;4;5;3;5;5;4;4;5;3;5;3;5;5;3;5;5;5;3.775;4.636363636
12/04/2023 10:36;Sim;0;Estética e cosmética;5;3;4;5;5;2;4;3;5;4;4;3;5;3;4;3;5;4;4;3;4;4;4;4;4;4;4;3;4;5;3;4;4;4;4;3;4;4;4;2;2;4;3;5;4;5;2;4;2;4;5;4;2;3;2;4;5;4;5;3.775;3.909090909
